Timestamp,Amount,Currency,Recipient
2025-06-23 13:59:08.987206,811.45,USD,Starbucks
2025-09-28 13:59:08.987206,823.42,JPY,Spotify
2025-09-16 13:59:08.987206,862.24,CAD,Uber
2025-05-01 13:59:08.987206,630.06,CAD,Spotify
2024-09-05 13:59:08.987206,136.37,USD,Uber
2025-05-22 13:59:08.987206,117.84,EUR,Amazon
2024-02-08 13:59:08.987206,265.34,EUR,Amazon
2025-07-11 13:59:08.987206,359.61,GBP,Spotify
2025-01-02 13:59:08.987206,60.62,EUR,Amazon
2024-11-18 13:59:08.987206,306.37,GBP,Starbucks
2025-10-12 13:59:08.987206,210.29,EUR,Starbucks
2025-01-09 13:59:08.987206,806.68,GBP,Uber
2025-08-16 13:59:08.987206,303.0,USD,Starbucks
2024-11-20 13:59:08.987206,608.65,USD,Uber
2024-04-08 13:59:08.987206,838.84,USD,Netflix
2025-07-08 13:59:08.987206,638.3,EUR,Spotify
2023-12-26 13:59:08.987206,410.16,CAD,Netflix
2025-04-26 13:59:08.987206,454.66,GBP,Spotify
2024-07-03 13:59:08.987206,204.6,GBP,Amazon
2025-12-02 13:59:08.987206,684.99,USD,Spotify
2024-04-03 13:59:08.987206,321.24,CAD,Spotify
2024-07-28 13:59:08.987206,574.58,CAD,Netflix
2025-03-30 13:59:08.987206,349.89,CAD,Uber
2025-05-19 13:59:08.987206,40.95,GBP,Netflix
2025-10-06 13:59:08.987206,388.97,JPY,Netflix
2025-04-22 13:59:08.987206,788.95,EUR,Netflix
2024-04-19 13:59:08.987206,546.21,CAD,Spotify
2025-04-23 13:59:08.987206,403.11,JPY,Starbucks
2025-07-13 13:59:08.987206,493.23,JPY,Netflix
